Date  ,Expiry  ,Option type  ,Strike Price  ,Open  ,High  ,Low  ,Close  ,No. of contracts  ,Open Int  ,Change in OI  ,Underlying Value  
03-Apr-2023,06-Apr-2023,PE,33500.00,2.45,2.75,1.30,1.40,216508.00,824825.00,205325.00,40813.05
03-Apr-2023,06-Apr-2023,PE,34000.00,2.95,3.00,1.40,1.55,74626.00,269100.00,22575.00,40813.05
03-Apr-2023,06-Apr-2023,PE,34500.00,3.05,3.20,1.65,1.85,47432.00,207825.00,12125.00,40813.05
03-Apr-2023,06-Apr-2023,PE,35000.00,2.90,3.35,1.75,1.90,60487.00,343900.00,-81450.00,40813.05
03-Apr-2023,06-Apr-2023,PE,35500.00,4.00,4.00,1.95,2.20,53917.00,238700.00,-4250.00,40813.05
03-Apr-2023,06-Apr-2023,PE,36000.00,4.90,4.90,1.95,2.25,92951.00,452125.00,-81500.00,40813.05
03-Apr-2023,06-Apr-2023,PE,36500.00,3.95,4.35,2.05,2.40,102600.00,290650.00,-87450.00,40813.05
03-Apr-2023,06-Apr-2023,PE,36900.00,5.00,5.00,2.15,2.65,20694.00,61375.00,-1200.00,40813.05
03-Apr-2023,06-Apr-2023,PE,37000.00,4.70,5.10,2.15,2.60,219982.00,910875.00,-140750.00,40813.05
03-Apr-2023,06-Apr-2023,PE,37100.00,4.45,5.45,2.40,2.75,18069.00,49600.00,-14925.00,40813.05
03-Apr-2023,06-Apr-2023,PE,37200.00,6.00,6.00,2.40,2.80,32639.00,75425.00,-9750.00,40813.05
03-Apr-2023,06-Apr-2023,PE,37300.00,6.00,6.00,2.55,2.90,31530.00,66325.00,-5675.00,40813.05
03-Apr-2023,06-Apr-2023,PE,37400.00,5.60,6.15,2.60,2.90,41228.00,89300.00,-10575.00,40813.05
03-Apr-2023,06-Apr-2023,PE,37500.00,6.95,6.95,2.60,3.05,283523.00,1044900.00,199225.00,40813.05
03-Apr-2023,06-Apr-2023,PE,37600.00,6.20,6.75,2.80,3.10,47607.00,147450.00,15150.00,40813.05
03-Apr-2023,06-Apr-2023,PE,37700.00,7.40,7.40,2.15,3.20,48280.00,132075.00,-2000.00,40813.05
03-Apr-2023,06-Apr-2023,PE,37800.00,6.95,7.50,3.20,3.45,80912.00,113475.00,-66850.00,40813.05
03-Apr-2023,06-Apr-2023,PE,37900.00,9.00,9.00,2.40,3.70,62332.00,163400.00,74550.00,40813.05
03-Apr-2023,06-Apr-2023,PE,38000.00,8.95,8.95,3.55,3.85,446150.00,2165600.00,646000.00,40813.05
03-Apr-2023,06-Apr-2023,PE,38100.00,8.35,8.90,3.35,3.80,87211.00,127400.00,10575.00,40813.05
03-Apr-2023,06-Apr-2023,PE,38200.00,10.60,11.25,3.60,3.95,75409.00,144475.00,-17700.00,40813.05
03-Apr-2023,06-Apr-2023,PE,38300.00,11.00,11.00,3.00,4.05,91635.00,306075.00,166375.00,40813.05
03-Apr-2023,06-Apr-2023,PE,38400.00,10.50,10.75,3.75,4.30,103166.00,253075.00,-46500.00,40813.05
03-Apr-2023,06-Apr-2023,PE,38500.00,10.70,11.75,4.20,4.70,508901.00,1259400.00,-16200.00,40813.05
03-Apr-2023,06-Apr-2023,PE,38600.00,15.00,15.00,4.40,4.85,119289.00,212000.00,-19275.00,40813.05
03-Apr-2023,06-Apr-2023,PE,38700.00,15.00,15.00,4.65,5.10,169366.00,300575.00,-81775.00,40813.05
03-Apr-2023,06-Apr-2023,PE,38800.00,18.85,18.85,5.10,5.55,219922.00,497125.00,57125.00,40813.05
03-Apr-2023,06-Apr-2023,PE,38900.00,8.15,17.35,5.45,5.95,150042.00,286475.00,84775.00,40813.05
03-Apr-2023,06-Apr-2023,PE,39000.00,20.55,20.55,5.85,6.50,618959.00,2409800.00,1088200.00,40813.05
03-Apr-2023,06-Apr-2023,PE,39100.00,22.05,22.15,6.10,6.85,238907.00,403400.00,-64425.00,40813.05
03-Apr-2023,06-Apr-2023,PE,39200.00,28.80,28.80,6.70,7.55,348173.00,734975.00,268125.00,40813.05
03-Apr-2023,06-Apr-2023,PE,39300.00,24.40,29.55,7.40,8.35,377892.00,677725.00,102825.00,40813.05
03-Apr-2023,06-Apr-2023,PE,39400.00,50.00,50.00,8.25,9.40,401551.00,833775.00,383575.00,40813.05
03-Apr-2023,06-Apr-2023,PE,39500.00,38.65,40.90,8.75,10.55,802650.00,2081525.00,171800.00,40813.05
03-Apr-2023,06-Apr-2023,PE,39600.00,54.00,54.00,9.80,11.80,477299.00,972600.00,220400.00,40813.05
03-Apr-2023,06-Apr-2023,PE,39700.00,67.20,67.20,11.20,14.10,534578.00,1252225.00,505525.00,40813.05
03-Apr-2023,06-Apr-2023,PE,39800.00,75.00,75.00,13.55,17.55,656559.00,1346625.00,473175.00,40813.05
03-Apr-2023,06-Apr-2023,PE,39900.00,87.10,94.65,16.85,21.50,651794.00,1276325.00,482675.00,40813.05
03-Apr-2023,06-Apr-2023,PE,40000.00,96.05,109.00,14.30,28.05,1492301.00,2550975.00,628600.00,40813.05
03-Apr-2023,06-Apr-2023,PE,40100.00,115.95,129.90,28.60,36.70,725866.00,898425.00,408350.00,40813.05
03-Apr-2023,06-Apr-2023,PE,40200.00,111.25,145.90,38.95,48.10,957771.00,1389925.00,371075.00,40813.05
03-Apr-2023,06-Apr-2023,PE,40300.00,179.35,179.35,51.75,61.80,1004263.00,1379175.00,251025.00,40813.05
03-Apr-2023,06-Apr-2023,PE,40400.00,165.00,208.00,68.30,81.00,1179652.00,1431100.00,98950.00,40813.05
03-Apr-2023,06-Apr-2023,PE,40500.00,227.10,247.00,89.75,103.75,2964697.00,2662525.00,426775.00,40813.05
03-Apr-2023,06-Apr-2023,PE,40600.00,240.00,291.25,116.15,132.40,2776559.00,1691925.00,789925.00,40813.05
03-Apr-2023,06-Apr-2023,PE,40700.00,220.05,341.85,150.00,170.00,2878300.00,1638725.00,1161650.00,40813.05
03-Apr-2023,06-Apr-2023,PE,40800.00,350.00,399.85,189.10,211.05,1903976.00,1420375.00,1165875.00,40813.05
03-Apr-2023,06-Apr-2023,PE,40900.00,400.95,465.00,236.50,262.10,857781.00,628800.00,480925.00,40813.05
03-Apr-2023,06-Apr-2023,PE,41000.00,497.25,579.15,291.00,319.20,771633.00,666925.00,348400.00,40813.05
03-Apr-2023,06-Apr-2023,PE,41100.00,532.05,615.35,354.00,385.25,169007.00,129925.00,83750.00,40813.05
03-Apr-2023,06-Apr-2023,PE,41200.00,607.05,692.00,425.00,455.30,97577.00,775925.00,89100.00,40813.05
03-Apr-2023,06-Apr-2023,PE,41300.00,695.55,780.00,503.55,537.75,63714.00,730650.00,33050.00,40813.05
03-Apr-2023,06-Apr-2023,PE,41400.00,761.70,866.85,588.20,629.65,47775.00,691925.00,16000.00,40813.05
03-Apr-2023,06-Apr-2023,PE,41500.00,862.65,962.00,676.00,714.90,43739.00,241075.00,-800.00,40813.05
03-Apr-2023,06-Apr-2023,PE,41600.00,945.60,1049.15,767.05,802.90,4669.00,17225.00,12925.00,40813.05
03-Apr-2023,06-Apr-2023,PE,41700.00,1026.25,1145.85,862.00,895.30,2223.00,16900.00,8250.00,40813.05
03-Apr-2023,06-Apr-2023,PE,41800.00,1134.20,1235.20,964.30,991.15,1192.00,7750.00,4925.00,40813.05
03-Apr-2023,06-Apr-2023,PE,41900.00,1255.45,1336.80,1068.65,1095.30,294.00,16450.00,-250.00,40813.05
03-Apr-2023,06-Apr-2023,PE,42000.00,1200.00,1445.00,1160.00,1190.15,5055.00,121325.00,15225.00,40813.05
03-Apr-2023,06-Apr-2023,PE,42100.00,1453.45,1487.90,1258.65,1279.75,117.00,1650.00,675.00,40813.05
03-Apr-2023,06-Apr-2023,PE,42200.00,1557.05,1636.90,1371.95,1377.75,159.00,600.00,575.00,40813.05
03-Apr-2023,06-Apr-2023,PE,42300.00,1615.35,1708.00,1495.35,1497.70,140.00,1450.00,1450.00,40813.05
03-Apr-2023,06-Apr-2023,PE,42400.00,-,-,-,1797.90,-,125.00,-,40813.05
03-Apr-2023,06-Apr-2023,PE,42500.00,1844.15,1900.00,1660.95,1681.70,496.00,24575.00,-975.00,40813.05
03-Apr-2023,06-Apr-2023,PE,42600.00,1787.95,1787.95,1787.95,1787.95,7.00,200.00,-,40813.05
03-Apr-2023,06-Apr-2023,PE,42700.00,-,-,-,2517.80,-,-,-,40813.05
03-Apr-2023,06-Apr-2023,PE,42800.00,2068.70,2070.45,1926.55,2003.65,30.00,625.00,600.00,40813.05
03-Apr-2023,06-Apr-2023,PE,42900.00,-,-,-,2669.00,-,-,-,40813.05
03-Apr-2023,06-Apr-2023,PE,43000.00,2330.00,2405.95,2165.00,2184.10,318.00,59250.00,-2025.00,40813.05
03-Apr-2023,06-Apr-2023,PE,43100.00,-,-,-,2821.95,-,-,-,40813.05
03-Apr-2023,06-Apr-2023,PE,43200.00,-,-,-,2900.55,-,-,-,40813.05
03-Apr-2023,06-Apr-2023,PE,43300.00,-,-,-,3475.00,-,25.00,-,40813.05
03-Apr-2023,06-Apr-2023,PE,43400.00,-,-,-,3060.30,-,-,-,40813.05
03-Apr-2023,06-Apr-2023,PE,43500.00,-,-,-,2890.00,-,3775.00,-,40813.05
03-Apr-2023,06-Apr-2023,PE,43600.00,2732.00,2732.00,2732.00,2732.00,1.00,25.00,-,40813.05
03-Apr-2023,06-Apr-2023,PE,44000.00,-,-,-,3485.00,-,4100.00,-,40813.05
03-Apr-2023,06-Apr-2023,PE,44500.00,-,-,-,3991.25,-,-,-,40813.05
03-Apr-2023,06-Apr-2023,PE,45000.00,4400.00,4400.00,4400.00,4400.00,1.00,1450.00,25.00,40813.05
03-Apr-2023,06-Apr-2023,PE,45500.00,-,-,-,4897.00,-,-,-,40813.05
03-Apr-2023,06-Apr-2023,PE,46000.00,-,-,-,5364.80,-,-,-,40813.05
03-Apr-2023,06-Apr-2023,PE,46500.00,5800.00,5886.95,5422.35,5746.50,6.00,50.00,50.00,40813.05
03-Apr-2023,13-Apr-2023,PE,33500.00,-,-,-,2.05,-,-,-,40813.05
03-Apr-2023,13-Apr-2023,PE,34000.00,3.05,3.05,3.05,3.05,4.00,200.00,100.00,40813.05
03-Apr-2023,13-Apr-2023,PE,34500.00,-,-,-,7.35,-,75.00,-,40813.05
03-Apr-2023,13-Apr-2023,PE,35000.00,8.20,8.95,4.25,4.75,1376.00,23925.00,14800.00,40813.05
03-Apr-2023,13-Apr-2023,PE,35500.00,9.50,11.00,6.50,6.50,249.00,6800.00,975.00,40813.05
03-Apr-2023,13-Apr-2023,PE,36000.00,12.05,12.05,5.80,6.35,2894.00,23600.00,-6250.00,40813.05
03-Apr-2023,13-Apr-2023,PE,36500.00,15.00,15.00,7.25,7.60,1510.00,15850.00,4600.00,40813.05
03-Apr-2023,13-Apr-2023,PE,36900.00,16.15,16.15,7.65,9.00,180.00,1075.00,-50.00,40813.05
03-Apr-2023,13-Apr-2023,PE,37000.00,17.60,17.60,7.80,9.15,9012.00,99275.00,63350.00,40813.05
03-Apr-2023,13-Apr-2023,PE,37100.00,19.95,20.65,7.10,9.10,227.00,2400.00,575.00,40813.05
03-Apr-2023,13-Apr-2023,PE,37200.00,19.90,19.90,8.75,9.80,1045.00,11850.00,2025.00,40813.05
03-Apr-2023,13-Apr-2023,PE,37300.00,14.05,15.20,9.30,9.70,72.00,1250.00,-,40813.05
03-Apr-2023,13-Apr-2023,PE,37400.00,10.95,11.00,9.25,10.75,51.00,1425.00,175.00,40813.05
03-Apr-2023,13-Apr-2023,PE,37500.00,18.75,21.70,9.25,10.85,8559.00,65900.00,23025.00,40813.05
03-Apr-2023,13-Apr-2023,PE,37600.00,22.65,22.65,11.15,11.70,142.00,1850.00,450.00,40813.05
03-Apr-2023,13-Apr-2023,PE,37700.00,23.00,26.25,11.00,11.95,1231.00,8800.00,6075.00,40813.05
03-Apr-2023,13-Apr-2023,PE,37800.00,29.85,29.85,11.35,12.50,783.00,10175.00,5175.00,40813.05
03-Apr-2023,13-Apr-2023,PE,37900.00,27.55,27.55,12.20,13.30,180.00,2525.00,2525.00,40813.05
03-Apr-2023,13-Apr-2023,PE,38000.00,30.50,30.95,12.10,14.70,18708.00,123000.00,35575.00,40813.05
03-Apr-2023,13-Apr-2023,PE,38100.00,29.15,31.45,14.25,15.10,2602.00,5475.00,-175.00,40813.05
03-Apr-2023,13-Apr-2023,PE,38200.00,42.00,42.00,15.20,16.65,459.00,3400.00,2150.00,40813.05
03-Apr-2023,13-Apr-2023,PE,38300.00,34.15,36.75,15.55,17.70,2452.00,19950.00,-525.00,40813.05
03-Apr-2023,13-Apr-2023,PE,38400.00,46.30,46.30,18.00,19.10,2018.00,15600.00,5575.00,40813.05
03-Apr-2023,13-Apr-2023,PE,38500.00,41.75,45.80,19.35,21.10,20737.00,108200.00,17650.00,40813.05
03-Apr-2023,13-Apr-2023,PE,38600.00,44.45,48.05,22.10,23.35,4133.00,36475.00,2675.00,40813.05
03-Apr-2023,13-Apr-2023,PE,38700.00,48.75,52.60,22.75,25.35,5830.00,19550.00,-6325.00,40813.05
03-Apr-2023,13-Apr-2023,PE,38800.00,52.90,58.40,26.25,27.75,3845.00,22875.00,15075.00,40813.05
03-Apr-2023,13-Apr-2023,PE,38900.00,61.00,64.20,28.65,30.95,2920.00,13450.00,6850.00,40813.05
03-Apr-2023,13-Apr-2023,PE,39000.00,64.50,72.25,31.05,34.90,31797.00,210625.00,84700.00,40813.05
03-Apr-2023,13-Apr-2023,PE,39100.00,75.00,79.80,34.00,39.15,5095.00,38925.00,28900.00,40813.05
03-Apr-2023,13-Apr-2023,PE,39200.00,82.60,88.30,38.20,42.75,10453.00,61425.00,43375.00,40813.05
03-Apr-2023,13-Apr-2023,PE,39300.00,98.95,99.35,36.00,48.65,7539.00,41150.00,21475.00,40813.05
03-Apr-2023,13-Apr-2023,PE,39400.00,110.85,110.85,45.90,54.65,6302.00,43775.00,18150.00,40813.05
03-Apr-2023,13-Apr-2023,PE,39500.00,117.85,125.00,54.45,62.70,36265.00,223700.00,108575.00,40813.05
03-Apr-2023,13-Apr-2023,PE,39600.00,131.95,139.25,61.40,71.45,11505.00,64450.00,27475.00,40813.05
03-Apr-2023,13-Apr-2023,PE,39700.00,141.60,155.40,69.35,79.20,10360.00,39925.00,-550.00,40813.05
03-Apr-2023,13-Apr-2023,PE,39800.00,177.00,177.00,64.20,91.80,11831.00,67775.00,33825.00,40813.05
03-Apr-2023,13-Apr-2023,PE,39900.00,197.70,197.70,94.10,103.90,6369.00,49750.00,31025.00,40813.05
03-Apr-2023,13-Apr-2023,PE,40000.00,193.00,220.15,105.20,121.30,41478.00,238300.00,137175.00,40813.05
03-Apr-2023,13-Apr-2023,PE,40100.00,219.95,246.10,107.70,137.20,5770.00,38600.00,22300.00,40813.05
03-Apr-2023,13-Apr-2023,PE,40200.00,246.95,277.35,121.00,154.75,13799.00,105400.00,62725.00,40813.05
03-Apr-2023,13-Apr-2023,PE,40300.00,301.30,310.00,166.70,182.10,8857.00,55000.00,22725.00,40813.05
03-Apr-2023,13-Apr-2023,PE,40400.00,349.45,349.45,192.45,207.95,11528.00,74300.00,30850.00,40813.05
03-Apr-2023,13-Apr-2023,PE,40500.00,332.60,385.40,227.40,240.85,48387.00,300650.00,156275.00,40813.05
03-Apr-2023,13-Apr-2023,PE,40600.00,382.35,429.00,262.05,275.55,26686.00,79325.00,21700.00,40813.05
03-Apr-2023,13-Apr-2023,PE,40700.00,444.50,476.00,297.65,313.95,28916.00,89400.00,51150.00,40813.05
03-Apr-2023,13-Apr-2023,PE,40800.00,473.45,526.95,339.80,357.60,25296.00,141000.00,126300.00,40813.05
03-Apr-2023,13-Apr-2023,PE,40900.00,529.40,579.00,381.00,399.75,7124.00,38650.00,30775.00,40813.05
03-Apr-2023,13-Apr-2023,PE,41000.00,580.00,639.00,423.05,449.05,27646.00,118825.00,53075.00,40813.05
03-Apr-2023,13-Apr-2023,PE,41100.00,645.05,699.90,347.05,504.25,1745.00,6225.00,3975.00,40813.05
03-Apr-2023,13-Apr-2023,PE,41200.00,700.75,758.00,541.70,560.30,1537.00,7800.00,3950.00,40813.05
03-Apr-2023,13-Apr-2023,PE,41300.00,771.15,814.95,607.75,626.45,676.00,9925.00,6675.00,40813.05
03-Apr-2023,13-Apr-2023,PE,41400.00,850.00,905.00,674.95,694.75,211.00,2300.00,725.00,40813.05
03-Apr-2023,13-Apr-2023,PE,41500.00,908.95,970.00,742.55,756.85,2089.00,16150.00,3775.00,40813.05
03-Apr-2023,13-Apr-2023,PE,41600.00,988.00,1050.65,822.10,844.45,80.00,3075.00,575.00,40813.05
03-Apr-2023,13-Apr-2023,PE,41700.00,1060.00,1134.35,895.75,913.25,144.00,3325.00,1625.00,40813.05
03-Apr-2023,13-Apr-2023,PE,41800.00,1134.20,1217.40,981.05,1001.55,101.00,2400.00,1200.00,40813.05
03-Apr-2023,13-Apr-2023,PE,41900.00,1099.40,1099.40,1099.40,1099.40,1.00,25.00,25.00,40813.05
03-Apr-2023,13-Apr-2023,PE,42000.00,1320.70,1423.50,1160.05,1181.75,756.00,10725.00,9225.00,40813.05
03-Apr-2023,13-Apr-2023,PE,42100.00,1265.00,1265.00,1265.00,1265.00,1.00,25.00,25.00,40813.05
03-Apr-2023,13-Apr-2023,PE,42200.00,1535.75,1535.75,1431.20,1444.15,24.00,550.00,525.00,40813.05
03-Apr-2023,13-Apr-2023,PE,42300.00,1630.30,1630.30,1621.35,1621.35,4.00,50.00,50.00,40813.05
03-Apr-2023,13-Apr-2023,PE,42400.00,1649.75,1649.75,1649.75,1649.75,1.00,25.00,25.00,40813.05
03-Apr-2023,13-Apr-2023,PE,42500.00,1801.00,1859.70,1644.00,1644.00,88.00,1700.00,1650.00,40813.05
03-Apr-2023,13-Apr-2023,PE,42600.00,-,-,-,1862.30,-,-,-,40813.05
03-Apr-2023,13-Apr-2023,PE,42700.00,-,-,-,1926.65,-,-,-,40813.05
03-Apr-2023,13-Apr-2023,PE,42800.00,-,-,-,1992.20,-,-,-,40813.05
03-Apr-2023,13-Apr-2023,PE,42900.00,-,-,-,2058.80,-,-,-,40813.05
03-Apr-2023,13-Apr-2023,PE,43000.00,2350.00,2353.00,2110.00,2110.40,14.00,350.00,350.00,40813.05
03-Apr-2023,13-Apr-2023,PE,43100.00,-,-,-,2195.35,-,-,-,40813.05
03-Apr-2023,13-Apr-2023,PE,43200.00,-,-,-,2265.15,-,-,-,40813.05
03-Apr-2023,13-Apr-2023,PE,43300.00,-,-,-,2336.05,-,-,-,40813.05
03-Apr-2023,13-Apr-2023,PE,43500.00,-,-,-,2480.80,-,-,-,40813.05
03-Apr-2023,13-Apr-2023,PE,44000.00,-,-,-,2860.00,-,-,-,40813.05
03-Apr-2023,13-Apr-2023,PE,44500.00,-,-,-,3260.20,-,-,-,40813.05
03-Apr-2023,13-Apr-2023,PE,45000.00,-,-,-,3679.10,-,-,-,40813.05
03-Apr-2023,13-Apr-2023,PE,45500.00,-,-,-,4114.05,-,-,-,40813.05
03-Apr-2023,13-Apr-2023,PE,46000.00,-,-,-,4562.35,-,-,-,40813.05
03-Apr-2023,13-Apr-2023,PE,46500.00,-,-,-,5021.65,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,33500.00,-,-,-,16.85,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,34000.00,-,-,-,28.65,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,34500.00,-,-,-,46.90,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,35000.00,8.50,10.00,8.30,8.75,101.00,2125.00,-1275.00,40813.05
03-Apr-2023,20-Apr-2023,PE,35500.00,7.50,14.05,7.50,13.60,23.00,1075.00,-25.00,40813.05
03-Apr-2023,20-Apr-2023,PE,36000.00,22.30,22.35,14.00,14.50,91.00,4850.00,275.00,40813.05
03-Apr-2023,20-Apr-2023,PE,36500.00,-,-,-,239.75,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,36900.00,-,-,-,313.75,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,37000.00,32.00,34.00,17.25,19.45,257.00,4650.00,2175.00,40813.05
03-Apr-2023,20-Apr-2023,PE,37100.00,-,-,-,356.60,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,37200.00,-,-,-,398.55,-,25.00,-,40813.05
03-Apr-2023,20-Apr-2023,PE,37300.00,-,-,-,403.65,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,37400.00,-,-,-,430.25,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,37500.00,45.80,46.00,20.25,23.90,130.00,2275.00,400.00,40813.05
03-Apr-2023,20-Apr-2023,PE,37600.00,-,-,-,482.05,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,37700.00,87.10,87.10,87.10,87.10,4.00,100.00,100.00,40813.05
03-Apr-2023,20-Apr-2023,PE,37800.00,-,-,-,540.50,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,37900.00,-,-,-,571.50,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,38000.00,75.35,75.35,30.40,32.90,235.00,3000.00,3000.00,40813.05
03-Apr-2023,20-Apr-2023,PE,38100.00,135.75,142.50,43.95,43.95,4.00,75.00,75.00,40813.05
03-Apr-2023,20-Apr-2023,PE,38200.00,-,-,-,671.90,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,38300.00,-,-,-,707.90,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,38400.00,-,-,-,745.15,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,38500.00,72.95,83.10,42.70,45.60,434.00,5575.00,1825.00,40813.05
03-Apr-2023,20-Apr-2023,PE,38600.00,-,-,-,823.55,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,38700.00,-,-,-,864.70,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,38800.00,-,-,-,907.15,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,38900.00,132.75,132.75,132.75,132.75,1.00,225.00,25.00,40813.05
03-Apr-2023,20-Apr-2023,PE,39000.00,118.00,123.45,67.00,68.85,1191.00,17750.00,9350.00,40813.05
03-Apr-2023,20-Apr-2023,PE,39100.00,-,-,-,1042.45,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,39200.00,177.00,177.00,106.30,106.30,2.00,1300.00,25.00,40813.05
03-Apr-2023,20-Apr-2023,PE,39300.00,-,-,-,1139.10,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,39400.00,-,-,-,402.45,-,275.00,-,40813.05
03-Apr-2023,20-Apr-2023,PE,39500.00,178.25,206.45,111.70,117.30,642.00,11750.00,2850.00,40813.05
03-Apr-2023,20-Apr-2023,PE,39600.00,-,-,-,720.55,-,275.00,-,40813.05
03-Apr-2023,20-Apr-2023,PE,39700.00,211.00,243.65,140.95,154.05,39.00,975.00,-150.00,40813.05
03-Apr-2023,20-Apr-2023,PE,39800.00,234.00,245.00,170.00,188.15,36.00,925.00,250.00,40813.05
03-Apr-2023,20-Apr-2023,PE,39900.00,270.00,299.95,174.85,182.85,64.00,1725.00,750.00,40813.05
03-Apr-2023,20-Apr-2023,PE,40000.00,274.70,314.00,177.65,200.10,773.00,15450.00,5450.00,40813.05
03-Apr-2023,20-Apr-2023,PE,40100.00,382.15,382.15,251.55,251.55,5.00,50.00,50.00,40813.05
03-Apr-2023,20-Apr-2023,PE,40200.00,370.00,370.60,237.00,252.25,94.00,1650.00,1375.00,40813.05
03-Apr-2023,20-Apr-2023,PE,40300.00,375.75,380.45,254.45,270.85,49.00,3925.00,400.00,40813.05
03-Apr-2023,20-Apr-2023,PE,40400.00,-,-,-,1764.05,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,40500.00,431.55,475.50,321.40,336.65,870.00,11525.00,9425.00,40813.05
03-Apr-2023,20-Apr-2023,PE,40600.00,480.00,490.00,355.60,365.45,111.00,1700.00,1700.00,40813.05
03-Apr-2023,20-Apr-2023,PE,40700.00,509.15,509.15,391.10,411.45,23.00,325.00,325.00,40813.05
03-Apr-2023,20-Apr-2023,PE,40800.00,571.30,624.80,430.25,450.00,338.00,5075.00,4825.00,40813.05
03-Apr-2023,20-Apr-2023,PE,40900.00,593.05,593.05,463.90,481.85,17.00,200.00,200.00,40813.05
03-Apr-2023,20-Apr-2023,PE,41000.00,580.00,583.50,515.05,533.45,65.00,1275.00,1275.00,40813.05
03-Apr-2023,20-Apr-2023,PE,41100.00,-,-,-,2238.25,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,41200.00,-,-,-,2310.40,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,41300.00,-,-,-,2383.60,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,41400.00,-,-,-,2459.60,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,41500.00,-,-,-,2534.95,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,41600.00,-,-,-,2609.70,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,41700.00,-,-,-,2686.85,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,41800.00,-,-,-,2764.85,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,41900.00,-,-,-,2843.80,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,42000.00,1300.00,1300.00,1300.00,1300.00,1.00,50.00,25.00,40813.05
03-Apr-2023,20-Apr-2023,PE,42100.00,-,-,-,3004.25,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,42200.00,-,-,-,3085.70,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,42300.00,-,-,-,3167.95,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,42400.00,-,-,-,3250.95,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,42500.00,-,-,-,3334.70,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,42600.00,-,-,-,3419.20,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,42700.00,-,-,-,3504.35,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,42800.00,-,-,-,3590.20,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,42900.00,-,-,-,3676.65,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,43000.00,-,-,-,3763.80,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,43100.00,-,-,-,3851.50,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,43500.00,-,-,-,4207.90,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,44000.00,-,-,-,4664.30,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,44500.00,-,-,-,5130.60,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,45000.00,-,-,-,5604.75,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,45500.00,-,-,-,6084.90,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,46000.00,-,-,-,6569.60,-,-,-,40813.05
03-Apr-2023,20-Apr-2023,PE,46500.00,-,-,-,7057.75,-,-,-,40813.05
03-Apr-2023,27-Apr-2023,PE,33500.00,16.95,16.95,13.30,13.30,339.00,14725.00,3850.00,40813.05
03-Apr-2023,27-Apr-2023,PE,34000.00,23.60,23.60,14.80,14.80,925.00,72950.00,-1450.00,40813.05
03-Apr-2023,27-Apr-2023,PE,34500.00,24.55,29.00,16.45,17.55,737.00,29025.00,-2200.00,40813.05
03-Apr-2023,27-Apr-2023,PE,35000.00,24.70,31.00,18.00,19.70,4578.00,110950.00,25350.00,40813.05
